Numer_zgloszenia	Numer_komputera	Data_awarii	Czas_awarii	Priorytet
1204	266	28.06.2015 00:00	16:52:25	2
1205	247	28.06.2015 00:00	17:19:00	6
1206	454	28.06.2015 00:00	19:27:28	2
1207	201	28.06.2015 00:00	21:27:29	1
1208	425	29.06.2015 00:00	06:56:03	8
1209	42	29.06.2015 00:00	08:49:56	5
1210	366	29.06.2015 00:00	12:54:25	6
1211	349	29.06.2015 00:00	18:45:42	7
1212	265	29.06.2015 00:00	19:52:15	6
1213	462	29.06.2015 00:00	20:39:24	2
1214	245	29.06.2015 00:00	20:51:49	2
1215	431	29.06.2015 00:00	21:19:30	5
1216	403	29.06.2015 00:00	23:07:31	8
1217	411	30.06.2015 00:00	00:47:26	8
1218	246	30.06.2015 00:00	04:12:59	7
1219	425	30.06.2015 00:00	06:24:39	8
1220	372	30.06.2015 00:00	09:08:33	2
1221	292	30.06.2015 00:00	16:26:56	8
1222	209	30.06.2015 00:00	16:55:21	4
1223	438	30.06.2015 00:00	23:25:53	7
1224	315	01.07.2015 00:00	00:25:15	6
1225	443	01.07.2015 00:00	01:06:40	6
1226	433	01.07.2015 00:00	01:12:03	9
1227	327	01.07.2015 00:00	05:00:44	2
1228	323	01.07.2015 00:00	13:48:30	6
1229	265	01.07.2015 00:00	16:23:03	4
1230	31	01.07.2015 00:00	17:10:59	5
1231	115	01.07.2015 00:00	21:28:59	5
1232	60	02.07.2015 00:00	09:56:25	1
1233	277	02.07.2015 00:00	13:55:50	7
1234	348	02.07.2015 00:00	15:26:32	3
1235	245	02.07.2015 00:00	16:28:13	3
1236	201	02.07.2015 00:00	19:37:14	2
1237	459	02.07.2015 00:00	23:24:28	3
1238	2	03.07.2015 00:00	01:24:51	1
1239	213	03.07.2015 00:00	05:12:11	8
1240	330	03.07.2015 00:00	05:34:12	8
1241	142	03.07.2015 00:00	13:13:13	1
1242	360	03.07.2015 00:00	13:45:07	6
1243	201	03.07.2015 00:00	19:52:36	10
1244	341	03.07.2015 00:00	23:24:51	1
1245	231	04.07.2015 00:00	00:05:58	3
1246	91	04.07.2015 00:00	00:46:23	2
1247	79	04.07.2015 00:00	01:09:58	6
1248	64	04.07.2015 00:00	04:49:57	4
1249	73	04.07.2015 00:00	13:45:33	2
1250	155	05.07.2015 00:00	06:42:10	4
1251	41	05.07.2015 00:00	11:23:00	3
1252	334	05.07.2015 00:00	13:12:13	5
1253	232	05.07.2015 00:00	13:16:38	6
1254	329	05.07.2015 00:00	15:14:42	6
1255	442	05.07.2015 00:00	16:48:21	1
1256	106	05.07.2015 00:00	16:57:39	3
1257	92	05.07.2015 00:00	19:57:21	3
1258	354	05.07.2015 00:00	23:51:14	6
1259	28	06.07.2015 00:00	00:28:56	4
1260	200	06.07.2015 00:00	09:37:12	2
1261	388	06.07.2015 00:00	10:21:53	7
1262	42	06.07.2015 00:00	16:25:35	6
1263	271	06.07.2015 00:00	17:21:41	4
1264	409	06.07.2015 00:00	21:02:25	7
1265	220	06.07.2015 00:00	21:57:11	2
1266	275	06.07.2015 00:00	23:09:09	6
1267	127	06.07.2015 00:00	23:30:59	4
1268	147	07.07.2015 00:00	02:42:20	10
1269	4	07.07.2015 00:00	03:03:13	4
1270	349	07.07.2015 00:00	03:19:13	8
1271	191	07.07.2015 00:00	11:33:51	9
1272	244	07.07.2015 00:00	14:06:22	3
1273	440	07.07.2015 00:00	16:42:37	6
1274	330	08.07.2015 00:00	01:51:50	9
1275	489	08.07.2015 00:00	05:34:33	4
1276	323	08.07.2015 00:00	11:06:21	5
1277	202	08.07.2015 00:00	13:54:37	6
1278	61	09.07.2015 00:00	01:47:21	5
1279	282	09.07.2015 00:00	03:19:36	2
1280	79	09.07.2015 00:00	08:38:52	10
1281	343	09.07.2015 00:00	18:08:24	9
1282	392	09.07.2015 00:00	18:28:10	6
1283	176	09.07.2015 00:00	22:09:12	2
1284	456	10.07.2015 00:00	01:30:29	1
1285	251	10.07.2015 00:00	07:54:05	3
1286	424	10.07.2015 00:00	11:33:43	1
1287	499	10.07.2015 00:00	12:01:20	2
1288	172	11.07.2015 00:00	05:38:43	5
1289	322	11.07.2015 00:00	05:47:33	3
1290	131	11.07.2015 00:00	09:24:15	8
1291	371	11.07.2015 00:00	11:34:09	4
1292	388	12.07.2015 00:00	00:53:19	8
1293	103	12.07.2015 00:00	09:03:43	10
1294	392	12.07.2015 00:00	09:59:21	1
1295	498	12.07.2015 00:00	10:49:35	3
1296	86	12.07.2015 00:00	14:07:08	6
1297	136	13.07.2015 00:00	11:35:25	10
1298	277	13.07.2015 00:00	12:06:24	10
1299	7	13.07.2015 00:00	14:58:05	1
1300	470	13.07.2015 00:00	16:46:37	8
1301	37	13.07.2015 00:00	22:44:02	4
1302	458	14.07.2015 00:00	01:01:27	2
1303	117	14.07.2015 00:00	08:01:43	7
1304	97	14.07.2015 00:00	15:16:25	2
1305	275	14.07.2015 00:00	15:16:49	2
1306	143	14.07.2015 00:00	19:36:20	7
1307	259	14.07.2015 00:00	21:29:01	8
1308	498	14.07.2015 00:00	21:39:26	8
1309	154	15.07.2015 00:00	02:37:09	2
1310	411	15.07.2015 00:00	03:26:08	9
1311	426	15.07.2015 00:00	04:58:11	2
1312	124	15.07.2015 00:00	06:28:45	9
1313	180	15.07.2015 00:00	11:35:38	9
1314	465	15.07.2015 00:00	11:44:08	8
1315	54	15.07.2015 00:00	12:00:56	5
1316	199	15.07.2015 00:00	15:07:57	8
1317	447	15.07.2015 00:00	16:18:27	10
1318	434	15.07.2015 00:00	18:15:42	1
1319	86	15.07.2015 00:00	19:51:43	5
1320	140	16.07.2015 00:00	00:33:27	10
1321	439	16.07.2015 00:00	02:30:45	10
1322	170	16.07.2015 00:00	09:46:28	4
1323	323	16.07.2015 00:00	12:11:13	9
1324	167	16.07.2015 00:00	12:45:27	3
1325	272	16.07.2015 00:00	17:14:16	7
1326	155	17.07.2015 00:00	01:17:48	2
1327	443	17.07.2015 00:00	02:10:30	10
1328	217	17.07.2015 00:00	06:40:14	10
1329	79	17.07.2015 00:00	11:29:41	4
1330	28	17.07.2015 00:00	12:33:59	9
1331	397	17.07.2015 00:00	15:08:38	7
1332	16	17.07.2015 00:00	17:27:13	6
1333	333	17.07.2015 00:00	19:47:56	8
1334	107	17.07.2015 00:00	21:59:56	5
1335	322	18.07.2015 00:00	10:59:56	8
1336	124	18.07.2015 00:00	15:08:19	3
1337	169	18.07.2015 00:00	15:46:26	7
1338	481	19.07.2015 00:00	01:46:59	9
1339	308	19.07.2015 00:00	03:02:53	10
1340	319	19.07.2015 00:00	03:49:57	4
1341	129	19.07.2015 00:00	03:53:20	8
1342	407	19.07.2015 00:00	04:04:01	5
1343	244	19.07.2015 00:00	05:25:04	5
1344	443	19.07.2015 00:00	09:44:02	7
1345	147	19.07.2015 00:00	15:17:38	6
1346	185	19.07.2015 00:00	16:25:39	4
1347	257	20.07.2015 00:00	13:02:08	1
1348	247	20.07.2015 00:00	16:19:41	6
1349	211	20.07.2015 00:00	17:27:46	1
1350	229	20.07.2015 00:00	19:14:54	10
1351	334	20.07.2015 00:00	19:31:53	3
1352	81	21.07.2015 00:00	00:39:52	9
1353	388	21.07.2015 00:00	17:30:33	3
1354	286	21.07.2015 00:00	21:31:16	6
1355	318	22.07.2015 00:00	01:35:15	7
1356	459	22.07.2015 00:00	03:41:54	7
1357	470	22.07.2015 00:00	03:48:21	9
1358	489	22.07.2015 00:00	07:12:30	6
1359	254	22.07.2015 00:00	07:42:22	4
1360	155	22.07.2015 00:00	10:54:53	4
1361	379	22.07.2015 00:00	11:40:13	4
1362	444	22.07.2015 00:00	13:51:51	6
1363	481	22.07.2015 00:00	14:24:13	8
1364	251	22.07.2015 00:00	18:27:50	9
1365	431	22.07.2015 00:00	22:19:14	2
1366	239	23.07.2015 00:00	02:53:03	3
1367	104	23.07.2015 00:00	04:48:50	2
1368	73	23.07.2015 00:00	07:53:15	4
1369	105	23.07.2015 00:00	08:30:44	9
1370	383	23.07.2015 00:00	08:31:45	9
1371	469	23.07.2015 00:00	15:19:27	5
1372	255	23.07.2015 00:00	16:50:17	2
1373	55	23.07.2015 00:00	17:50:17	2
1374	292	23.07.2015 00:00	22:23:16	9
1375	43	23.07.2015 00:00	23:11:51	8
1376	411	24.07.2015 00:00	01:24:03	3
1377	103	24.07.2015 00:00	02:18:19	4
1378	329	24.07.2015 00:00	04:24:09	7
1379	397	24.07.2015 00:00	05:44:02	8
1380	92	24.07.2015 00:00	10:10:32	9
1381	347	24.07.2015 00:00	12:14:13	6
1382	78	24.07.2015 00:00	19:03:24	2
1383	397	24.07.2015 00:00	19:55:59	4
1384	279	24.07.2015 00:00	23:24:26	1
1385	88	25.07.2015 00:00	02:37:04	2
1386	148	25.07.2015 00:00	04:22:08	6
1387	364	25.07.2015 00:00	08:03:11	6
1388	318	25.07.2015 00:00	11:48:11	7
1389	153	25.07.2015 00:00	13:15:04	8
1390	1	25.07.2015 00:00	14:38:07	3
1391	319	25.07.2015 00:00	20:14:43	4
1392	144	26.07.2015 00:00	06:39:13	3
1393	46	26.07.2015 00:00	12:18:20	4
1394	425	26.07.2015 00:00	18:23:25	4
1395	90	26.07.2015 00:00	21:50:07	4
1396	317	26.07.2015 00:00	22:18:56	4
1397	449	27.07.2015 00:00	01:09:57	2
1398	298	27.07.2015 00:00	02:56:43	6
1399	402	27.07.2015 00:00	21:12:27	4
1400	52	27.07.2015 00:00	23:33:49	2
1401	442	28.07.2015 00:00	00:06:05	4
1402	166	28.07.2015 00:00	05:49:01	7
1403	78	28.07.2015 00:00	05:53:31	9
1404	277	28.07.2015 00:00	07:26:27	6
1405	33	28.07.2015 00:00	08:35:43	6
1406	113	28.07.2015 00:00	11:53:34	8
1407	168	28.07.2015 00:00	14:11:04	8
1408	428	28.07.2015 00:00	22:59:29	4
1409	219	29.07.2015 00:00	08:09:52	4
1410	61	29.07.2015 00:00	08:28:45	9
1411	107	29.07.2015 00:00	08:58:25	8
1412	462	29.07.2015 00:00	11:09:30	9
1413	349	29.07.2015 00:00	11:36:24	10
1414	425	29.07.2015 00:00	13:48:08	3
1415	228	29.07.2015 00:00	16:40:36	3
1416	273	29.07.2015 00:00	19:43:05	3
1417	40	29.07.2015 00:00	23:33:45	7
1418	311	30.07.2015 00:00	03:13:35	1
1419	438	30.07.2015 00:00	05:10:52	7
1420	396	30.07.2015 00:00	05:11:50	9
1421	397	30.07.2015 00:00	09:14:57	1
1422	39	30.07.2015 00:00	09:21:21	10
1423	33	30.07.2015 00:00	13:17:00	10
1424	311	30.07.2015 00:00	17:26:48	4
1425	232	30.07.2015 00:00	20:12:00	9
1426	424	31.07.2015 00:00	01:03:14	6
1427	224	31.07.2015 00:00	02:57:11	10
1428	333	31.07.2015 00:00	08:31:28	10
1429	473	31.07.2015 00:00	10:43:00	10
1430	226	31.07.2015 00:00	15:13:26	4
1431	248	31.07.2015 00:00	16:23:09	8
1432	74	31.07.2015 00:00	19:04:49	5
1433	437	01.08.2015 00:00	01:21:52	8
1434	213	01.08.2015 00:00	03:38:15	8
1435	318	01.08.2015 00:00	09:08:54	7
1436	186	01.08.2015 00:00	11:37:23	5
1437	420	02.08.2015 00:00	00:10:28	4
1438	489	02.08.2015 00:00	01:44:22	9
1439	329	02.08.2015 00:00	02:24:41	1
1440	201	02.08.2015 00:00	04:59:28	6
1441	372	02.08.2015 00:00	12:07:42	4
1442	174	02.08.2015 00:00	16:35:56	8
1443	276	03.08.2015 00:00	06:20:25	7
1444	455	03.08.2015 00:00	06:34:11	8
1445	40	03.08.2015 00:00	10:44:52	9
1446	304	03.08.2015 00:00	14:11:01	5
1447	4	03.08.2015 00:00	14:35:52	7
1448	184	03.08.2015 00:00	15:40:35	7
1449	456	03.08.2015 00:00	18:04:55	6
1450	485	04.08.2015 00:00	01:40:26	9
1451	76	04.08.2015 00:00	06:16:38	2
1452	113	04.08.2015 00:00	06:47:04	8
1453	498	04.08.2015 00:00	07:18:55	5
1454	485	04.08.2015 00:00	11:45:42	1
1455	236	04.08.2015 00:00	20:50:14	3
1456	219	05.08.2015 00:00	07:42:39	9
1457	375	05.08.2015 00:00	08:36:48	4
1458	341	05.08.2015 00:00	11:41:07	1
1459	87	05.08.2015 00:00	13:57:40	1
1460	143	05.08.2015 00:00	14:26:19	7
1461	92	05.08.2015 00:00	21:18:42	2
1462	273	05.08.2015 00:00	21:37:40	9
1463	432	05.08.2015 00:00	23:23:17	4
1464	282	06.08.2015 00:00	01:49:49	6
1465	38	06.08.2015 00:00	07:52:56	2
1466	15	06.08.2015 00:00	15:15:08	1
1467	318	06.08.2015 00:00	21:27:56	7
1468	183	07.08.2015 00:00	00:08:13	1
1469	214	07.08.2015 00:00	11:10:45	5
1470	42	07.08.2015 00:00	12:51:22	2
1471	298	07.08.2015 00:00	15:14:55	8
1472	347	07.08.2015 00:00	20:17:06	8
1473	129	07.08.2015 00:00	21:17:01	7
1474	91	07.08.2015 00:00	23:35:48	5
1475	467	08.08.2015 00:00	00:51:54	7
1476	256	08.08.2015 00:00	02:01:06	6
1477	339	08.08.2015 00:00	03:21:56	7
1478	151	08.08.2015 00:00	04:10:04	5
1479	344	08.08.2015 00:00	04:42:56	4
1480	155	08.08.2015 00:00	05:27:50	3
1481	112	08.08.2015 00:00	08:41:17	8
1482	40	08.08.2015 00:00	12:08:12	3
1483	236	08.08.2015 00:00	14:00:10	7
1484	388	08.08.2015 00:00	17:54:01	6
1485	332	08.08.2015 00:00	23:42:47	8
1486	209	09.08.2015 00:00	04:27:19	10
1487	275	09.08.2015 00:00	06:25:27	5
1488	42	09.08.2015 00:00	17:41:00	1
1489	10	09.08.2015 00:00	19:19:33	6
1490	75	09.08.2015 00:00	21:35:12	3
1491	262	09.08.2015 00:00	22:32:40	10
1492	87	10.08.2015 00:00	00:08:47	4
1493	291	10.08.2015 00:00	01:41:48	5
1494	89	10.08.2015 00:00	07:38:08	9
1495	491	10.08.2015 00:00	09:49:38	9
1496	409	10.08.2015 00:00	13:15:53	7
1497	272	10.08.2015 00:00	15:39:02	10
1498	369	10.08.2015 00:00	18:42:24	5
1499	407	10.08.2015 00:00	18:58:24	9
1500	378	10.08.2015 00:00	23:20:41	3
1501	192	10.08.2015 00:00	23:25:34	9
1502	248	11.08.2015 00:00	12:29:05	9
1503	53	11.08.2015 00:00	13:21:24	1
1504	362	11.08.2015 00:00	15:45:18	8
1505	464	11.08.2015 00:00	19:46:37	5
1506	393	12.08.2015 00:00	03:35:23	9
1507	38	12.08.2015 00:00	04:42:12	7
1508	199	12.08.2015 00:00	05:21:37	1
1509	22	12.08.2015 00:00	07:11:31	8
1510	358	12.08.2015 00:00	08:52:22	8
1511	404	12.08.2015 00:00	09:37:22	9
1512	6	12.08.2015 00:00	12:31:03	8
1513	107	12.08.2015 00:00	12:36:50	6
1514	246	12.08.2015 00:00	19:59:08	2
1515	60	13.08.2015 00:00	09:10:09	1
1516	83	13.08.2015 00:00	09:48:51	2
1517	245	13.08.2015 00:00	13:17:33	7
1518	192	13.08.2015 00:00	13:41:04	1
1519	428	13.08.2015 00:00	18:57:13	2
1520	283	13.08.2015 00:00	20:19:47	5
1521	70	13.08.2015 00:00	22:52:41	2
1522	238	14.08.2015 00:00	04:28:37	2
1523	395	14.08.2015 00:00	08:16:27	6
1524	155	14.08.2015 00:00	21:01:01	9
1525	66	15.08.2015 00:00	00:44:27	10
1526	121	15.08.2015 00:00	01:26:55	6
1527	42	15.08.2015 00:00	04:51:13	4
1528	444	15.08.2015 00:00	09:44:54	9
1529	180	15.08.2015 00:00	10:02:58	5
1530	43	15.08.2015 00:00	11:17:26	2
1531	276	15.08.2015 00:00	13:58:14	5
1532	291	15.08.2015 00:00	18:31:26	5
1533	389	15.08.2015 00:00	19:14:22	3
1534	289	15.08.2015 00:00	21:35:29	6
1535	116	15.08.2015 00:00	21:44:11	5
1536	376	15.08.2015 00:00	21:46:38	10
1537	116	16.08.2015 00:00	00:15:15	10
1538	227	16.08.2015 00:00	03:15:26	6
1539	279	16.08.2015 00:00	04:06:07	6
1540	458	16.08.2015 00:00	08:38:53	9
1541	314	16.08.2015 00:00	09:08:48	9
1542	35	16.08.2015 00:00	09:58:35	8
1543	143	16.08.2015 00:00	12:19:52	2
1544	306	16.08.2015 00:00	12:21:19	7
1545	60	16.08.2015 00:00	14:43:54	4
1546	408	16.08.2015 00:00	18:44:53	6
1547	148	16.08.2015 00:00	21:58:23	4
1548	39	16.08.2015 00:00	23:35:21	10
1549	135	17.08.2015 00:00	02:07:16	2
1550	241	17.08.2015 00:00	03:55:23	3
1551	497	18.08.2015 00:00	01:07:28	4
1552	204	18.08.2015 00:00	08:31:26	4
1553	407	18.08.2015 00:00	10:18:08	3
1554	187	18.08.2015 00:00	13:39:36	10
1555	155	18.08.2015 00:00	20:10:45	1
1556	153	19.08.2015 00:00	10:09:03	8
1557	200	19.08.2015 00:00	13:47:01	1
1558	393	19.08.2015 00:00	19:52:03	2
1559	411	19.08.2015 00:00	22:15:41	5
1560	232	20.08.2015 00:00	04:09:53	3
1561	411	20.08.2015 00:00	06:48:30	2
1562	283	20.08.2015 00:00	08:26:33	10
1563	419	20.08.2015 00:00	11:39:06	9
1564	186	20.08.2015 00:00	12:44:54	5
1565	358	20.08.2015 00:00	13:06:23	4
1566	264	20.08.2015 00:00	17:13:34	4
1567	102	20.08.2015 00:00	18:31:52	4
1568	340	20.08.2015 00:00	19:02:29	8
1569	311	20.08.2015 00:00	22:27:36	1
1570	129	20.08.2015 00:00	22:46:48	9
1571	255	21.08.2015 00:00	08:45:00	2
1572	378	21.08.2015 00:00	11:51:38	8
1573	273	21.08.2015 00:00	12:07:39	3
1574	29	21.08.2015 00:00	12:11:22	10
1575	141	21.08.2015 00:00	15:56:10	9
1576	489	21.08.2015 00:00	20:08:07	7
1577	332	22.08.2015 00:00	01:11:40	2
1578	205	22.08.2015 00:00	07:16:35	3
1579	483	22.08.2015 00:00	09:09:00	5
1580	240	22.08.2015 00:00	14:46:56	5
1581	456	22.08.2015 00:00	17:24:26	5
1582	226	23.08.2015 00:00	00:24:42	10
1583	432	23.08.2015 00:00	02:22:46	2
1584	1	23.08.2015 00:00	07:11:01	9
1585	499	23.08.2015 00:00	20:54:05	10
1586	296	24.08.2015 00:00	03:22:50	1
1587	128	24.08.2015 00:00	04:15:59	6
1588	422	24.08.2015 00:00	04:29:00	6
1589	37	24.08.2015 00:00	05:08:49	5
1590	6	24.08.2015 00:00	17:49:51	5
1591	406	24.08.2015 00:00	18:41:47	10
1592	130	24.08.2015 00:00	19:06:59	6
1593	308	24.08.2015 00:00	23:02:17	5
1594	165	25.08.2015 00:00	00:10:59	5
1595	413	25.08.2015 00:00	03:46:12	5
1596	279	25.08.2015 00:00	09:38:50	9
1597	452	25.08.2015 00:00	10:07:16	5
1598	339	25.08.2015 00:00	13:43:39	4
1599	129	25.08.2015 00:00	18:02:45	10
1600	238	25.08.2015 00:00	23:49:15	9
1601	452	26.08.2015 00:00	00:30:46	9
1602	461	26.08.2015 00:00	04:39:52	6
1603	47	26.08.2015 00:00	12:34:21	4
1604	304	26.08.2015 00:00	17:11:12	9
1605	164	26.08.2015 00:00	17:17:53	3
1606	278	26.08.2015 00:00	18:42:39	8
1607	183	26.08.2015 00:00	18:51:58	1
1608	74	27.08.2015 00:00	04:14:55	9
1609	219	27.08.2015 00:00	13:06:49	8
1610	297	27.08.2015 00:00	17:20:18	1
1611	253	27.08.2015 00:00	21:07:44	6
1612	41	28.08.2015 00:00	01:03:45	3
1613	83	28.08.2015 00:00	02:33:00	10
1614	214	28.08.2015 00:00	05:36:45	9
1615	86	28.08.2015 00:00	07:27:40	10
1616	431	28.08.2015 00:00	11:36:21	8
1617	246	28.08.2015 00:00	22:44:51	7
1618	95	28.08.2015 00:00	23:16:02	1
1619	84	29.08.2015 00:00	00:08:59	5
1620	275	29.08.2015 00:00	07:01:02	5
1621	239	29.08.2015 00:00	08:23:17	5
1622	437	29.08.2015 00:00	11:24:47	5
1623	310	29.08.2015 00:00	13:07:43	5
1624	72	29.08.2015 00:00	16:51:16	5
1625	461	29.08.2015 00:00	17:08:56	4
1626	269	29.08.2015 00:00	21:16:33	4
1627	486	29.08.2015 00:00	23:58:51	6
1628	16	30.08.2015 00:00	01:29:10	7
1629	374	30.08.2015 00:00	10:50:09	1
1630	312	30.08.2015 00:00	17:27:28	2
1631	274	30.08.2015 00:00	17:30:05	1
1632	64	30.08.2015 00:00	18:55:34	9
1633	142	30.08.2015 00:00	23:28:34	2
1634	362	31.08.2015 00:00	02:28:22	8
1635	164	31.08.2015 00:00	04:35:46	1
1636	71	31.08.2015 00:00	04:55:53	2
1637	422	31.08.2015 00:00	08:48:10	10
1638	435	31.08.2015 00:00	12:47:59	8
1639	271	31.08.2015 00:00	20:41:49	8
1640	217	01.09.2015 00:00	04:04:03	3
1641	227	01.09.2015 00:00	04:41:27	4
1642	392	01.09.2015 00:00	05:07:48	4
1643	473	01.09.2015 00:00	06:32:02	4
1644	433	01.09.2015 00:00	13:45:11	3
1645	450	01.09.2015 00:00	21:26:58	5
1646	246	01.09.2015 00:00	23:28:29	6
1647	260	02.09.2015 00:00	02:14:09	7
1648	413	02.09.2015 00:00	06:49:10	5
1649	14	02.09.2015 00:00	07:46:34	9
1650	214	02.09.2015 00:00	11:58:36	5
1651	496	02.09.2015 00:00	13:05:44	6
1652	63	03.09.2015 00:00	00:01:47	2
1653	205	03.09.2015 00:00	04:54:05	4
1654	496	03.09.2015 00:00	05:36:20	5
1655	132	03.09.2015 00:00	06:15:53	10
1656	7	03.09.2015 00:00	09:13:19	7
1657	274	03.09.2015 00:00	09:19:51	10
1658	278	03.09.2015 00:00	11:27:11	5
1659	42	03.09.2015 00:00	11:54:40	3
1660	315	03.09.2015 00:00	15:01:45	8
1661	53	03.09.2015 00:00	18:06:19	5
1662	327	03.09.2015 00:00	18:54:58	1
1663	117	04.09.2015 00:00	00:37:17	7
1664	130	04.09.2015 00:00	00:42:15	1
1665	248	04.09.2015 00:00	02:07:45	9
1666	316	04.09.2015 00:00	03:31:40	4
1667	171	04.09.2015 00:00	03:45:51	7
1668	40	04.09.2015 00:00	10:36:26	4
1669	333	04.09.2015 00:00	13:12:20	7
1670	499	04.09.2015 00:00	13:24:05	5
1671	3	04.09.2015 00:00	22:53:31	4
1672	371	05.09.2015 00:00	01:51:54	7
1673	291	05.09.2015 00:00	05:26:07	2
1674	151	05.09.2015 00:00	06:28:32	8
1675	116	05.09.2015 00:00	06:29:14	4
1676	7	05.09.2015 00:00	09:11:03	6
1677	156	05.09.2015 00:00	19:15:12	7
1678	76	06.09.2015 00:00	08:31:30	4
1679	477	06.09.2015 00:00	17:37:10	5
1680	442	06.09.2015 00:00	19:49:51	8
1681	312	06.09.2015 00:00	20:37:14	7
1682	16	07.09.2015 00:00	09:34:29	10
1683	31	07.09.2015 00:00	20:14:28	8
1684	404	07.09.2015 00:00	23:48:29	4
1685	230	08.09.2015 00:00	01:56:00	10
1686	45	08.09.2015 00:00	04:23:00	8
1687	308	08.09.2015 00:00	06:45:16	2
1688	435	08.09.2015 00:00	07:06:25	1
1689	130	08.09.2015 00:00	08:26:16	1
1690	118	08.09.2015 00:00	12:02:58	7
1691	52	08.09.2015 00:00	12:25:05	6
1692	315	08.09.2015 00:00	14:49:32	9
1693	119	09.09.2015 00:00	01:05:46	1
1694	442	09.09.2015 00:00	07:41:45	2
1695	402	09.09.2015 00:00	07:42:08	4
1696	160	09.09.2015 00:00	09:50:26	6
1697	466	09.09.2015 00:00	15:53:06	8
1698	12	09.09.2015 00:00	17:08:27	4
1699	142	09.09.2015 00:00	21:26:50	9
1700	243	09.09.2015 00:00	22:17:12	2
1701	156	09.09.2015 00:00	22:59:33	10
1702	395	09.09.2015 00:00	23:19:15	5
1703	177	09.09.2015 00:00	23:23:30	8
1704	41	10.09.2015 00:00	01:05:17	9
1705	82	10.09.2015 00:00	05:46:43	7
1706	77	10.09.2015 00:00	13:43:38	4
1707	218	10.09.2015 00:00	14:37:43	10
1708	172	10.09.2015 00:00	18:53:20	2
1709	108	10.09.2015 00:00	21:42:05	6
1710	297	10.09.2015 00:00	22:25:15	8
1711	315	10.09.2015 00:00	23:42:15	10
1712	239	11.09.2015 00:00	02:21:56	8
1713	156	11.09.2015 00:00	11:14:20	2
1714	432	11.09.2015 00:00	15:05:41	3
1715	474	11.09.2015 00:00	16:18:59	8
1716	429	11.09.2015 00:00	17:05:45	10
1717	286	11.09.2015 00:00	17:06:46	6
1718	184	11.09.2015 00:00	20:07:05	5
1719	121	11.09.2015 00:00	21:25:21	4
1720	237	11.09.2015 00:00	22:51:42	10
1721	111	12.09.2015 00:00	00:57:40	7
1722	177	12.09.2015 00:00	00:58:20	7
1723	163	12.09.2015 00:00	02:05:52	1
1724	332	12.09.2015 00:00	02:39:48	8
1725	139	12.09.2015 00:00	03:16:31	7
1726	62	13.09.2015 00:00	00:22:29	2
1727	290	13.09.2015 00:00	01:39:00	2
1728	315	13.09.2015 00:00	03:25:18	2
1729	226	13.09.2015 00:00	03:38:47	7
1730	95	13.09.2015 00:00	03:55:38	7
1731	149	13.09.2015 00:00	07:30:21	7
1732	83	13.09.2015 00:00	16:12:00	7
1733	251	14.09.2015 00:00	01:43:58	9
1734	121	14.09.2015 00:00	10:07:02	2
1735	223	14.09.2015 00:00	11:48:09	7
1736	108	14.09.2015 00:00	14:24:05	8
1737	89	14.09.2015 00:00	15:33:12	1
1738	444	14.09.2015 00:00	18:14:53	2
1739	500	15.09.2015 00:00	07:18:34	7
1740	205	15.09.2015 00:00	09:04:28	8
1741	249	15.09.2015 00:00	09:09:09	5
1742	14	15.09.2015 00:00	09:48:58	8
1743	475	15.09.2015 00:00	11:08:43	10
1744	371	15.09.2015 00:00	11:26:04	9
1745	252	15.09.2015 00:00	14:16:58	3
1746	243	15.09.2015 00:00	14:56:39	8
1747	200	15.09.2015 00:00	16:37:06	4
1748	198	15.09.2015 00:00	17:00:41	9
1749	151	16.09.2015 00:00	01:18:30	4
1750	159	16.09.2015 00:00	03:32:06	2
1751	406	16.09.2015 00:00	05:08:45	2
1752	169	16.09.2015 00:00	06:30:25	9
1753	338	16.09.2015 00:00	08:36:26	2
1754	464	17.09.2015 00:00	08:58:17	10
1755	314	17.09.2015 00:00	09:14:14	2
1756	416	17.09.2015 00:00	14:11:52	1
1757	36	17.09.2015 00:00	17:24:16	7
1758	9	17.09.2015 00:00	20:27:15	9
1759	354	17.09.2015 00:00	20:57:43	6
1760	76	18.09.2015 00:00	10:04:36	2
1761	292	18.09.2015 00:00	12:28:35	10
1762	117	18.09.2015 00:00	14:36:02	4
1763	358	18.09.2015 00:00	16:18:10	8
1764	141	18.09.2015 00:00	16:45:22	7
1765	400	19.09.2015 00:00	08:49:10	2
1766	500	19.09.2015 00:00	11:01:12	5
1767	102	19.09.2015 00:00	11:40:28	4
1768	150	19.09.2015 00:00	11:48:19	3
1769	267	19.09.2015 00:00	12:06:24	7
1770	374	19.09.2015 00:00	12:52:32	4
1771	237	19.09.2015 00:00	22:22:09	6
1772	408	20.09.2015 00:00	05:32:26	10
1773	347	20.09.2015 00:00	08:24:15	5
1774	134	20.09.2015 00:00	12:46:10	1
1775	102	20.09.2015 00:00	15:41:13	4
1776	115	20.09.2015 00:00	18:47:54	3
1777	106	20.09.2015 00:00	20:31:13	1
1778	62	21.09.2015 00:00	09:43:18	5
1779	377	21.09.2015 00:00	15:48:11	2
1780	450	21.09.2015 00:00	18:29:06	2
1781	274	21.09.2015 00:00	21:59:14	6
1782	395	21.09.2015 00:00	22:41:33	7
1783	2	22.09.2015 00:00	01:28:24	8
1784	237	22.09.2015 00:00	01:53:31	6
